review_id,text,sentiment,rating
54,"It is okay, nothing special. ",neutral,3
55,"Terrible quality, waste of money. ",negative,1
56,"It is okay, nothing special. ",neutral,3
57,"Great product, love it! Great product, love it! ",positive,5
58,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
59,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
60,"Great product, love it! ",positive,5
61,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
62,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
63,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
64,"Great product, love it! Great product, love it! ",positive,5
65,"Great product, love it! ",positive,5
66,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
67,"Great product, love it! Great product, love it! ",positive,5
68,"It is okay, nothing special. ",neutral,3
69,"Great product, love it! Great product, love it! ",positive,5
70,"It is okay, nothing special. ",neutral,3
71,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
72,"Great product, love it! Great product, love it! ",positive,5
73,"Great product, love it! ",positive,5
74,"It is okay, nothing special. ",neutral,3
75,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
76,"Terrible quality, waste of money. ",negative,1
77,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
78,"Great product, love it! Great product, love it! ",positive,5
79,"Great product, love it! Great product, love it! ",positive,5
80,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
81,"It is okay, nothing special. ",neutral,3
82,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
83,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
84,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
85,"Great product, love it! ",positive,5
86,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
87,"Terrible quality, waste of money. ",negative,1
88,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
89,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
90,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
91,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
92,"Terrible quality, waste of money. ",negative,1
93,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
94,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
95,"It is okay, nothing special. ",neutral,3
96,"Terrible quality, waste of money. ",negative,1
97,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
98,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
99,"Great product, love it! ",positive,5
100,"Great product, love it! Great product, love it! ",positive,5
101,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
102,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
103,"Great product, love it! Great product, love it! ",positive,5
104,"Terrible quality, waste of money. ",negative,1
105,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
106,"Great product, love it! ",positive,5
107,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
108,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
109,"Great product, love it! Great product, love it! ",positive,5
110,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
111,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
112,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
113,"It is okay, nothing special. ",neutral,3
114,"It is okay, nothing special. ",neutral,3
115,"Terrible quality, waste of money. ",negative,1
116,"It is okay, nothing special. ",neutral,3
117,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
118,"Great product, love it! Great product, love it! ",positive,5
119,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
120,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
121,"It is okay, nothing special. ",neutral,3
122,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
123,"Great product, love it! Great product, love it! ",positive,5
124,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
125,"Great product, love it! Great product, love it! ",positive,5
126,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
127,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
128,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
129,"Great product, love it! Great product, love it! ",positive,5
130,"Terrible quality, waste of money. ",negative,1
131,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
132,"Great product, love it! Great product, love it! ",positive,5
133,"Great product, love it! Great product, love it! ",positive,5
134,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
135,"It is okay, nothing special. ",neutral,3
136,"Great product, love it! Great product, love it! ",positive,5
137,"Terrible quality, waste of money. ",negative,1
138,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
139,"Great product, love it! ",positive,5
140,"It is okay, nothing special. ",neutral,3
141,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
142,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
143,"Terrible quality, waste of money. ",negative,1
144,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
145,"Great product, love it! Great product, love it! ",positive,5
146,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
147,"Terrible quality, waste of money. ",negative,1
148,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
149,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
150,"Great product, love it! Great product, love it! ",positive,5
151,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
152,"Great product, love it! ",positive,5
153,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
154,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
155,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
156,"Great product, love it! Great product, love it! ",positive,5
157,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
158,"It is okay, nothing special. ",neutral,3
159,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
160,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
161,"Great product, love it! Great product, love it! ",positive,5
162,"Terrible quality, waste of money. ",negative,1
163,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
164,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
165,"Great product, love it! ",positive,5
166,"It is okay, nothing special. ",neutral,3
167,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
168,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
169,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
170,"Terrible quality, waste of money. ",negative,1
171,"Terrible quality, waste of money. ",negative,1
172,"Great product, love it! Great product, love it! ",positive,5
173,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
174,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
175,"Terrible quality, waste of money. ",negative,1
176,"Great product, love it! ",positive,5
177,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
178,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
179,"It is okay, nothing special. ",neutral,3
180,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
181,"Great product, love it! Great product, love it! ",positive,5
182,"Great product, love it! ",positive,5
183,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
184,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
185,"Great product, love it! Great product, love it! ",positive,5
186,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
187,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
188,"Terrible quality, waste of money. ",negative,1
189,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
190,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
191,"Great product, love it! ",positive,5
192,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
193,"It is okay, nothing special. ",neutral,3
194,"Terrible quality, waste of money. ",negative,1
195,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
196,"Great product, love it! Great product, love it! ",positive,5
197,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
198,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
199,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
200,"It is okay, nothing special. ",neutral,3
201,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
202,"Great product, love it! ",positive,5
203,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
204,"It is okay, nothing special. ",neutral,3
205,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
206,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
207,"Great product, love it! Great product, love it! ",positive,5
208,"Terrible quality, waste of money. ",negative,1
209,"Great product, love it! Great product, love it! ",positive,5
210,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
211,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
212,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
213,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
214,"Great product, love it! Great product, love it! ",positive,5
215,"Terrible quality, waste of money. ",negative,1
216,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
217,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
218,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
219,"Terrible quality, waste of money. ",negative,1
220,"It is okay, nothing special. ",neutral,3
221,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
222,"Terrible quality, waste of money. ",negative,1
223,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
224,"Great product, love it! ",positive,5
225,"Great product, love it! Great product, love it! ",positive,5
226,"Great product, love it! Great product, love it! ",positive,5
227,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
228,"Great product, love it! ",positive,5
229,"It is okay, nothing special. ",neutral,3
230,"Terrible quality, waste of money. ",negative,1
231,"It is okay, nothing special. ",neutral,3
232,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
233,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
234,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
235,"Great product, love it! Great product, love it! ",positive,5
236,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
237,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
238,"Great product, love it! Great product, love it! ",positive,5
239,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
240,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
241,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
242,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
243,"It is okay, nothing special. ",neutral,3
244,"Great product, love it! ",positive,5
245,"Great product, love it! Great product, love it! ",positive,5
246,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
247,"Great product, love it! Great product, love it! ",positive,5
248,"It is okay, nothing special. ",neutral,3
249,"It is okay, nothing special. ",neutral,3
250,"It is okay, nothing special. ",neutral,3
251,"Great product, love it! Great product, love it! ",positive,5
252,"Great product, love it! Great product, love it! ",positive,5
253,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
254,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
255,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
256,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
257,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
258,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
259,"Terrible quality, waste of money. ",negative,1
260,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
261,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
262,"It is okay, nothing special. ",neutral,3
263,"Great product, love it! ",positive,5
264,"Terrible quality, waste of money. ",negative,1
265,"It is okay, nothing special. ",neutral,3
266,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
267,"Terrible quality, waste of money. ",negative,1
268,"Terrible quality, waste of money. ",negative,1
269,"Great product, love it! ",positive,5
270,"Great product, love it! Great product, love it! ",positive,5
271,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
272,"It is okay, nothing special. ",neutral,3
273,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
274,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
275,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
276,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
277,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
278,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
279,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
280,"It is okay, nothing special. ",neutral,3
281,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
282,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
283,"Great product, love it! ",positive,5
284,"Great product, love it! Great product, love it! ",positive,5
285,"Terrible quality, waste of money. ",negative,1
286,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
287,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
288,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
289,"Great product, love it! ",positive,5
290,"Terrible quality, waste of money. ",negative,1
291,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
292,"Great product, love it! ",positive,5
293,"It is okay, nothing special. ",neutral,3
294,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
295,"Great product, love it! ",positive,5
296,"Terrible quality, waste of money. ",negative,1
297,"It is okay, nothing special. ",neutral,3
298,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
299,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
300,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
301,"Great product, love it! ",positive,5
302,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
303,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
304,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
305,"Terrible quality, waste of money. ",negative,1
306,"It is okay, nothing special. ",neutral,3
307,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
308,"Great product, love it! ",positive,5
309,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
310,"Great product, love it! ",positive,5
311,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
312,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
313,"Great product, love it! Great product, love it! ",positive,5
314,"It is okay, nothing special. ",neutral,3
315,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
316,"Terrible quality, waste of money. ",negative,1
317,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
318,"Great product, love it! ",positive,5
319,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
320,"Great product, love it! ",positive,5
321,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
322,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
323,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
324,"Great product, love it! ",positive,5
325,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
326,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
327,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
328,"Terrible quality, waste of money. ",negative,1
329,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
330,"Great product, love it! Great product, love it! ",positive,5
331,"Great product, love it! ",positive,5
332,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
333,"Great product, love it! Great product, love it! ",positive,5
334,"Great product, love it! Great product, love it! ",positive,5
335,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
336,"Great product, love it! Great product, love it! ",positive,5
337,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
338,"Terrible quality, waste of money. ",negative,1
339,"Terrible quality, waste of money. ",negative,1
340,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
341,"Terrible quality, waste of money. ",negative,1
342,"Terrible quality, waste of money. ",negative,1
343,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
344,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
345,"Great product, love it! Great product, love it! ",positive,5
346,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
347,"Terrible quality, waste of money. ",negative,1
348,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
349,"Great product, love it! Great product, love it! ",positive,5
350,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
351,"Terrible quality, waste of money. ",negative,1
352,"It is okay, nothing special. ",neutral,3
353,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
354,"Great product, love it! Great product, love it! ",positive,5
355,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
356,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
357,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
358,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
359,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
360,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
361,"Great product, love it! Great product, love it! ",positive,5
362,"Terrible quality, waste of money. ",negative,1
363,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
364,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
365,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
366,"Great product, love it! ",positive,5
367,"It is okay, nothing special. ",neutral,3
368,"It is okay, nothing special. ",neutral,3
369,"Great product, love it! ",positive,5
370,"Great product, love it! ",positive,5
371,"Great product, love it! Great product, love it! ",positive,5
372,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
373,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
374,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
375,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
376,"Great product, love it! ",positive,5
377,"It is okay, nothing special. ",neutral,3
378,"Great product, love it! Great product, love it! ",positive,5
379,"It is okay, nothing special. ",neutral,3
380,"Great product, love it! Great product, love it! ",positive,5
381,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
382,"Terrible quality, waste of money. ",negative,1
383,"Terrible quality, waste of money. ",negative,1
384,"It is okay, nothing special. ",neutral,3
385,"Terrible quality, waste of money. ",negative,1
386,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
387,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
388,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
389,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
390,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
391,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
392,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
393,"Great product, love it! ",positive,5
394,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
395,"Great product, love it! Great product, love it! ",positive,5
396,"It is okay, nothing special. ",neutral,3
397,"It is okay, nothing special. ",neutral,3
398,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
399,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
400,"It is okay, nothing special. ",neutral,3
401,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
402,"It is okay, nothing special. ",neutral,3
403,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
404,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
405,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
406,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
407,"Great product, love it! Great product, love it! ",positive,5
408,"Great product, love it! Great product, love it! ",positive,5
409,"It is okay, nothing special. ",neutral,3
410,"Great product, love it! Great product, love it! ",positive,5
411,"Great product, love it! ",positive,5
412,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
413,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
414,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
415,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
416,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
417,"Great product, love it! ",positive,5
418,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
419,"Terrible quality, waste of money. ",negative,1
420,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
421,"It is okay, nothing special. ",neutral,3
422,"It is okay, nothing special. ",neutral,3
423,"Great product, love it! Great product, love it! ",positive,5
424,"Terrible quality, waste of money. ",negative,1
425,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
426,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
427,"Great product, love it! Great product, love it! ",positive,5
428,"It is okay, nothing special. ",neutral,3
429,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
430,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
431,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
432,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
433,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
434,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
435,"Great product, love it! Great product, love it! ",positive,5
436,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
437,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
438,"It is okay, nothing special. ",neutral,3
439,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
440,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
441,"Great product, love it! ",positive,5
442,"It is okay, nothing special. ",neutral,3
443,"Great product, love it! ",positive,5
444,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
445,"It is okay, nothing special. ",neutral,3
446,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
447,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
448,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
449,"Great product, love it! Great product, love it! ",positive,5
450,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
451,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
452,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
453,"Great product, love it! Great product, love it! ",positive,5
454,"It is okay, nothing special. ",neutral,3
455,"Great product, love it! Great product, love it! ",positive,5
456,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
457,"Great product, love it! ",positive,5
458,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
459,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
460,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
461,"Great product, love it! ",positive,5
462,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
463,"Terrible quality, waste of money. ",negative,1
464,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
465,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
466,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
467,"Great product, love it! Great product, love it! ",positive,5
468,"It is okay, nothing special. ",neutral,3
469,"Great product, love it! Great product, love it! ",positive,5
470,"It is okay, nothing special. ",neutral,3
471,"Great product, love it! Great product, love it! Great product, love it! Great product, love it! ",positive,5
472,"It is okay, nothing special. ",neutral,3
473,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
474,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
475,"Terrible quality, waste of money. ",negative,1
476,"It is okay, nothing special. ",neutral,3
477,"Great product, love it! Great product, love it! Great product, love it! ",positive,5
478,"Terrible quality, waste of money. ",negative,1
479,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
480,"Terrible quality, waste of money. ",negative,1
481,"Terrible quality, waste of money. ",negative,1
482,"Terrible quality, waste of money. Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
483,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
484,"Terrible quality, waste of money. ",negative,1
485,"Terrible quality, waste of money. Terrible quality, waste of money. ",negative,1
486,"It is okay, nothing special. It is okay, nothing special. ",neutral,3
487,"Great product, love it! Great product, love it! ",positive,5
